CustomerKey,GeographyKey,Full Name,MaritalStatus,Gender,YearlyIncome,Occupation,DateFirstPurchase,City,State,Country
22861,542,Devin Hughes,M,Male,90000.00,Professional,2023-07-24,Lake Oswego,Oregon,United States
22862,299,Derrick Navarro,M,Male,110000.00,Management,2023-07-28,Berkeley,California,United States
22863,542,Hunter Thomas,M,Male,70000.00,Professional,2023-04-19,Lake Oswego,Oregon,United States
22864,618,Mason Hall,M,Male,90000.00,Professional,2023-07-23,Issaquah,Washington,United States
22865,311,Stephanie Hall,M,Female,80000.00,Management,2023-10-02,Concord,California,United States
22866,160,William Thompson,S,Male,30000.00,Clerical,2023-03-25,Paderborn,Nordrhein-Westfalen,Germany
22867,175,Max Ruiz,S,Male,20000.00,Manual,2023-07-31,Saarlouis,Saarland,Germany
22868,208,Ernest Sun,S,Male,20000.00,Manual,2023-12-13,Saint Germain en Laye,Yveline,France
22869,251,Rafael Lu,S,Male,20000.00,Manual,2023-09-19,London,England,United Kingdom
22870,226,Barbara Chen,S,Female,30000.00,Manual,2023-04-24,Cergy,Val d'Oise,France
22871,644,David Coleman,M,Male,70000.00,Skilled Manual,2023-07-24,Walla Walla,Washington,United States
22872,612,Sara Bailey,M,Female,70000.00,Skilled Manual,2023-07-18,Burien,Washington,United States
22873,298,Robert Williams,M,Male,70000.00,Skilled Manual,2023-07-21,Bellflower,California,United States
22874,612,Drew Anand,S,Male,40000.00,Skilled Manual,2023-04-21,Burien,Washington,United States
22875,325,Robert Russell,S,Male,40000.00,Skilled Manual,2023-04-13,Glendale,California,United States
22876,345,Jenna Campbell,M,Female,40000.00,Skilled Manual,2023-04-18,Newport Beach,California,United States
22877,49,Xavier Griffin,M,Male,60000.00,Skilled Manual,2021-07-30,Cliffside,British Columbia,Canada
22878,552,Angelica Ross,M,Female,60000.00,Skilled Manual,2023-04-09,W. Linn,Oregon,United States
22879,315,Jocelyn Russell,M,Female,60000.00,Skilled Manual,2023-04-14,Downey,California,United States
22880,539,Ashley Harris,M,Female,40000.00,Skilled Manual,2023-04-27,Corvallis,Oregon,United States
22881,57,Wyatt Martinez,M,Male,40000.00,Skilled Manual,2021-07-16,Newton,British Columbia,Canada
22882,60,Charles Jones,S,Male,50000.00,Skilled Manual,2023-08-26,Port Hammond,British Columbia,Canada
22883,545,Xavier Morgan,S,Male,50000.00,Skilled Manual,2023-03-21,Milwaukie,Oregon,United States
22884,548,Danielle Richardson,S,Female,50000.00,Skilled Manual,2023-12-26,Salem,Oregon,United States
22885,648,Caleb Henderson,S,Male,60000.00,Professional,2023-03-30,Yakima,Washington,United States
22886,326,Andrea King,S,Female,60000.00,Professional,2023-04-16,Grossmont,California,United States
22887,347,Mason Richardson,M,Male,60000.00,Skilled Manual,2023-04-27,Novato,California,United States
22888,631,Abigail Long,M,Female,60000.00,Skilled Manual,2023-04-26,Olympia,Washington,United States
22889,58,Julia Long,M,Female,60000.00,Skilled Manual,2021-07-20,Newton,British Columbia,Canada
22890,359,Alexis Hall,M,Female,60000.00,Professional,2023-11-09,San Diego,California,United States
22891,329,Andrea Gonzalez,M,Female,60000.00,Professional,2023-05-12,Imperial Beach,California,United States
22892,315,Timothy Mitchell,S,Male,70000.00,Professional,2023-08-25,Downey,California,United States
22893,49,Chloe Miller,S,Female,70000.00,Professional,2021-07-24,Cliffside,British Columbia,Canada
22894,314,Danielle Ramirez,M,Female,70000.00,Professional,2023-03-07,Daly City,California,United States
22895,64,Eduardo Perez,S,Male,70000.00,Professional,2021-07-11,Shawnee,British Columbia,Canada
22896,616,Logan Miller,M,Male,60000.00,Professional,2023-04-01,Everett,Washington,United States
22897,632,Arianna Ramirez,M,Female,60000.00,Professional,2023-05-08,Port Orchard,Washington,United States
22898,316,Melanie Washington,M,Female,60000.00,Professional,2023-05-02,El Cajon,California,United States
22899,316,Charles Carter,M,Male,60000.00,Professional,2023-04-30,El Cajon,California,United States
22900,553,Hunter Li,S,Male,60000.00,Professional,2023-05-16,Woodburn,Oregon,United States
22901,57,Katherine Stewart,S,Female,60000.00,Professional,2021-07-12,Newton,British Columbia,Canada
22902,609,Pedro Madan,M,Male,70000.00,Professional,2023-09-21,Bellingham,Washington,United States
22903,60,Hailey Stewart,S,Female,80000.00,Professional,2021-07-24,Port Hammond,British Columbia,Canada
22904,31,Mitchell Shen,S,Male,90000.00,Management,2022-05-12,Hobart,Tasmania,Australia
22905,16,Joe Schmidt,M,Male,90000.00,Management,2022-06-11,Springwood,New South Wales,Australia
22906,11,Jessie Moreno,M,Female,90000.00,Management,2022-06-13,North Ryde,New South Wales,Australia
22907,14,Barry Sai,M,Male,60000.00,Professional,2022-06-03,Rhodes,New South Wales,Australia
22908,37,Eddie Ortega,M,Male,90000.00,Professional,2022-06-10,Seaford,Victoria,Australia
22909,25,Tommy Goel,S,Male,60000.00,Professional,2022-06-05,Hervey Bay,Queensland,Australia
22910,25,Latoya Tang,M,Female,60000.00,Professional,2022-06-28,Hervey Bay,Queensland,Australia
22911,15,Gregory Raje,M,Male,70000.00,Professional,2023-08-26,Silverwater,New South Wales,Australia
22912,5,Mallory Moreno,S,Female,110000.00,Management,2022-06-01,Lane Cove,New South Wales,Australia
22913,15,Valerie Lu,S,Female,120000.00,Management,2022-05-30,Silverwater,New South Wales,Australia
22914,36,Faith Gray,S,Female,70000.00,Professional,2023-04-04,Melton,Victoria,Australia
22915,30,Carly Shen,M,Female,70000.00,Professional,2023-06-27,Perth,South Australia,Australia
22916,22,Raquel Romero,M,Female,70000.00,Professional,2023-09-10,East Brisbane,Queensland,Australia
22917,40,Maurice She,S,Male,80000.00,Management,2023-03-03,Warrnambool,Victoria,Australia
22918,20,Calvin Jai,S,Male,80000.00,Management,2023-10-06,Brisbane,Queensland,Australia
22919,5,Stanley Rana,M,Male,80000.00,Professional,2023-08-12,Lane Cove,New South Wales,Australia
22920,23,Calvin Andersen,M,Male,60000.00,Professional,2023-11-26,Gold Coast,Queensland,Australia
22921,22,Kelsey Shen,S,Female,70000.00,Professional,2022-06-11,East Brisbane,Queensland,Australia
22922,23,Heidi Martinez,S,Female,70000.00,Professional,2023-07-27,Gold Coast,Queensland,Australia
22923,23,Mason Lopez,M,Male,60000.00,Professional,2023-12-28,Gold Coast,Queensland,Australia
22924,16,Marie Sanchez,S,Female,60000.00,Professional,2023-02-11,Springwood,New South Wales,Australia
22925,17,Karla Shen,M,Female,60000.00,Professional,2023-09-03,St. Leonards,New South Wales,Australia
22926,25,Keith Yuan,S,Male,60000.00,Professional,2022-06-21,Hervey Bay,Queensland,Australia
22927,7,Jon Guo,S,Male,60000.00,Professional,2022-05-30,Malabar,New South Wales,Australia
22928,2,Natalie Nelson,S,Female,70000.00,Professional,2023-06-13,Coffs Harbour,New South Wales,Australia
22929,20,Isabella Davis,S,Female,90000.00,Professional,2022-06-06,Brisbane,Queensland,Australia
22930,39,Brett Raman,M,Male,90000.00,Professional,2022-06-28,Sunbury,Victoria,Australia
22931,21,Logan Johnson,M,Male,100000.00,Management,2022-06-11,Caloundra,Queensland,Australia
22932,8,Maurice Jai,S,Male,70000.00,Skilled Manual,2022-05-31,Matraville,New South Wales,Australia
22933,12,Kelli Chande,S,Female,60000.00,Professional,2022-06-26,North Sydney,New South Wales,Australia
22934,26,Tonya Kumar,M,Female,60000.00,Professional,2022-06-18,Rockhampton,Queensland,Australia
22935,14,Tamara Shen,S,Female,60000.00,Skilled Manual,2022-06-15,Rhodes,New South Wales,Australia
22936,34,Jill Diaz,S,Female,60000.00,Skilled Manual,2022-06-12,Geelong,Victoria,Australia
22937,26,Jose Baker,S,Male,60000.00,Professional,2022-06-28,Rockhampton,Queensland,Australia
22938,24,Hector Blanco,M,Male,60000.00,Skilled Manual,2022-06-22,Hawthorne,Queensland,Australia
22939,9,Rebekah Arthur,S,Female,60000.00,Skilled Manual,2022-06-06,Milsons Point,New South Wales,Australia
22940,28,Briana Ashe,S,Female,100000.00,Management,2022-05-30,Cloverdale,South Australia,Australia
22941,25,Destiny Bailey,S,Female,100000.00,Professional,2023-07-04,Hervey Bay,Queensland,Australia
22942,30,Brittney She,M,Female,60000.00,Skilled Manual,2022-06-05,Perth,South Australia,Australia
22943,18,Timothy Parker,S,Male,60000.00,Skilled Manual,2022-06-11,Sydney,New South Wales,Australia
22944,6,Jodi Lal,M,Female,90000.00,Professional,2023-05-07,Lavender Bay,New South Wales,Australia
22945,13,Linda Sanz,M,Female,90000.00,Professional,2023-03-20,Port Macquarie,New South Wales,Australia
22946,6,Bryant Kapoor,S,Male,90000.00,Professional,2022-06-17,Lavender Bay,New South Wales,Australia
22947,19,Danielle Torres,S,Female,40000.00,Professional,2023-03-03,Wollongong,New South Wales,Australia
22948,20,Lucas Turner,S,Male,70000.00,Professional,2023-05-01,Brisbane,Queensland,Australia
22949,13,Gavin Butler,S,Male,50000.00,Management,2023-04-18,Port Macquarie,New South Wales,Australia
22950,20,Nicole Cox,S,Female,70000.00,Professional,2022-06-23,Brisbane,Queensland,Australia
22951,29,Chelsea Mehta,S,Female,70000.00,Professional,2022-06-21,Findon,South Australia,Australia
22952,34,Luke Baker,M,Male,70000.00,Professional,2023-02-23,Geelong,Victoria,Australia
22953,31,Barbara Liang,S,Female,70000.00,Professional,2022-06-01,Hobart,Tasmania,Australia
22954,27,Justin Thompson,S,Male,70000.00,Professional,2022-06-07,Townsville,Queensland,Australia
22955,9,Leslie Suarez,M,Female,70000.00,Professional,2023-08-26,Milsons Point,New South Wales,Australia
22956,13,Randy Guo,M,Male,70000.00,Skilled Manual,2023-10-20,Port Macquarie,New South Wales,Australia
22957,27,Nicole Davis,M,Female,70000.00,Skilled Manual,2023-08-11,Townsville,Queensland,Australia
22958,29,Brandy Fernandez,S,Female,60000.00,Skilled Manual,2022-06-12,Findon,South Australia,Australia
22959,23,Julie Yuan,S,Female,60000.00,Skilled Manual,2022-06-09,Gold Coast,Queensland,Australia
22960,36,Douglas Malhotra,M,Male,70000.00,Skilled Manual,2023-09-18,Melton,Victoria,Australia
22961,19,Nina She,M,Female,70000.00,Skilled Manual,2022-06-05,Wollongong,New South Wales,Australia
22962,13,Casey Martin,M,Male,70000.00,Skilled Manual,2023-05-30,Port Macquarie,New South Wales,Australia
22963,24,Willie Ye,M,Male,70000.00,Skilled Manual,2023-03-23,Hawthorne,Queensland,Australia
22964,33,Eric Hayes,S,Male,30000.00,Clerical,2023-05-27,Cranbourne,Victoria,Australia
22965,24,Carrie Gomez,S,Female,30000.00,Clerical,2023-09-21,Hawthorne,Queensland,Australia
22966,40,Jodi Chapman,S,Female,80000.00,Skilled Manual,2022-06-25,Warrnambool,Victoria,Australia
22967,631,Rachel Smith,M,Female,30000.00,Skilled Manual,2023-08-24,Olympia,Washington,United States
22968,633,Logan Perez,S,Male,40000.00,Skilled Manual,2023-05-25,Puyallup,Washington,United States
22969,55,Taylor Martin,S,Female,40000.00,Skilled Manual,2024-01-08,Newton,British Columbia,Canada
22970,609,Mary Phillips,S,Female,40000.00,Skilled Manual,2023-02-15,Bellingham,Washington,United States
22971,49,Morgan Howard,S,Female,30000.00,Skilled Manual,2021-07-09,Cliffside,British Columbia,Canada
22972,553,Bailey James,S,Female,40000.00,Skilled Manual,2023-05-28,Woodburn,Oregon,United States
22973,36,Alan Lin,S,Male,10000.00,Skilled Manual,2023-12-28,Melton,Victoria,Australia
22974,33,Erika Vazquez,M,Female,30000.00,Clerical,2023-03-23,Cranbourne,Victoria,Australia
22975,53,Courtney Turner,S,Female,30000.00,Clerical,2021-07-06,Metchosin,British Columbia,Canada
22976,59,Eric Foster,S,Male,40000.00,Skilled Manual,2021-08-24,Oak Bay,British Columbia,Canada
22977,358,Ian Patterson,M,Male,40000.00,Skilled Manual,2023-05-27,San Carlos,California,United States
22978,17,Devon Jai,M,Male,40000.00,Management,2023-12-31,St. Leonards,New South Wales,Australia
22979,302,Theodore Hernandez,S,Male,30000.00,Clerical,2023-11-06,Burlingame,California,United States
22980,298,Oscar Washington,M,Male,40000.00,Skilled Manual,2023-02-05,Bellflower,California,United States
22981,548,Amanda Flores,S,Female,40000.00,Skilled Manual,2023-12-12,Salem,Oregon,United States
22982,312,Madison Miller,M,Female,40000.00,Skilled Manual,2023-03-05,Coronado,California,United States
22983,50,Maria Bennett,S,Female,30000.00,Clerical,2023-07-21,Haney,British Columbia,Canada
22984,609,Cameron Robinson,M,Male,40000.00,Skilled Manual,2023-12-20,Bellingham,Washington,United States
22985,614,Hailey Phillips,M,Female,40000.00,Skilled Manual,2023-10-01,Edmonds,Washington,United States
22986,21,Carly Jai,S,Female,30000.00,Clerical,2022-06-21,Caloundra,Queensland,Australia
22987,9,Jerome Dominguez,M,Male,40000.00,Management,2022-06-03,Milsons Point,New South Wales,Australia
22988,14,Patricia Madan,M,Female,40000.00,Management,2022-06-17,Rhodes,New South Wales,Australia
22989,311,Megan Butler,M,Female,40000.00,Skilled Manual,2023-05-16,Concord,California,United States
22990,336,Alyssa Stewart,S,Female,40000.00,Skilled Manual,2023-04-24,Lincoln Acres,California,United States
22991,310,Morgan Jenkins,S,Female,50000.00,Skilled Manual,2023-06-03,Colma,California,United States
22992,623,Austin Yang,S,Male,60000.00,Skilled Manual,2023-05-14,Kirkland,Washington,United States
22993,355,Xavier Sanchez,S,Male,70000.00,Skilled Manual,2023-08-25,Redwood City,California,United States
22994,631,Chloe Allen,M,Female,80000.00,Management,2023-08-26,Olympia,Washington,United States
22995,52,Isabella Bryant,S,Female,80000.00,Management,2021-08-26,Langley,British Columbia,Canada
22996,51,Jordan Henderson,M,Male,80000.00,Management,2021-08-05,Langford,British Columbia,Canada
22997,609,Lucas Williams,M,Male,80000.00,Management,2023-08-18,Bellingham,Washington,United States
22998,53,Lauren Washington,M,Female,80000.00,Management,2021-08-27,Metchosin,British Columbia,Canada
22999,335,Jackson Hill,M,Male,80000.00,Management,2023-08-01,Lemon Grove,California,United States
23000,542,Victoria Henderson,M,Female,110000.00,Management,2024-01-13,Lake Oswego,Oregon,United States
23001,536,Julio Munoz,S,Male,120000.00,Management,2023-10-07,Beaverton,Oregon,United States
23002,609,Arthur Hernandez,S,Male,90000.00,Skilled Manual,2023-04-12,Bellingham,Washington,United States
23003,546,Ashley Robinson,S,Female,100000.00,Management,2023-04-22,Oregon City,Oregon,United States
23004,302,Raymond Fernandez,M,Male,130000.00,Management,2023-10-30,Burlingame,California,United States
23005,547,Luke Sharma,M,Male,40000.00,Skilled Manual,2023-04-20,Portland,Oregon,United States
23006,315,Seth Lee,M,Male,30000.00,Skilled Manual,2023-10-30,Downey,California,United States
23007,331,Isaac Sanchez,S,Male,30000.00,Skilled Manual,2023-04-06,La Jolla,California,United States
23008,26,Sheena She,M,Female,20000.00,Skilled Manual,2023-05-16,Rockhampton,Queensland,Australia
23009,49,Dalton Thomas,M,Male,40000.00,Skilled Manual,2023-12-06,Cliffside,British Columbia,Canada
23010,66,Seth Cook,S,Male,40000.00,Clerical,2023-10-30,Sooke,British Columbia,Canada
23011,299,Isaiah Rivera,M,Male,30000.00,Skilled Manual,2023-06-30,Berkeley,California,United States
23012,3,Mathew Carlson,M,Male,20000.00,Skilled Manual,2023-09-07,Darlinghurst,New South Wales,Australia
23013,4,Louis Yang,M,Male,20000.00,Skilled Manual,2023-06-20,Goulburn,New South Wales,Australia
23014,5,Cassandra Mehta,M,Female,20000.00,Skilled Manual,2023-08-08,Lane Cove,New South Wales,Australia
23015,310,Juan Rivera,M,Male,70000.00,Skilled Manual,2023-08-13,Colma,California,United States
23016,299,Victoria Powell,M,Female,70000.00,Skilled Manual,2023-08-05,Berkeley,California,United States
23017,609,Alison Rai,M,Female,70000.00,Skilled Manual,2023-08-13,Bellingham,Washington,United States
23018,634,Richard White,M,Male,70000.00,Skilled Manual,2023-08-22,Redmond,Washington,United States
23019,348,Emma Garcia,M,Female,60000.00,Skilled Manual,2023-05-15,Oakland,California,United States
23020,623,Hannah Jones,M,Female,90000.00,Professional,2024-01-04,Kirkland,Washington,United States
23021,298,Stefanie Mehta,M,Female,100000.00,Professional,2023-08-14,Bellflower,California,United States
23022,62,Jocelyn Bradley,S,Female,80000.00,Professional,2023-05-24,Royal Oak,British Columbia,Canada
23023,609,Naomi Vazquez,M,Female,90000.00,Professional,2023-03-25,Bellingham,Washington,United States
23024,543,Emma Davis,M,Female,100000.00,Professional,2023-05-13,Lebanon,Oregon,United States
23025,644,Richard Richardson,M,Male,100000.00,Professional,2023-08-28,Walla Walla,Washington,United States
23026,325,Jessica Rogers,S,Female,120000.00,Professional,2023-08-20,Glendale,California,United States
23027,338,Fernando Griffin,S,Male,130000.00,Management,2023-08-10,Los Angeles,California,United States
23028,352,Anna Taylor,M,Female,130000.00,Management,2023-08-24,Palo Alto,California,United States
23029,609,Ian Ross,M,Male,80000.00,Professional,2023-04-03,Bellingham,Washington,United States
23030,548,Aidan Jenkins,M,Male,90000.00,Professional,2023-08-30,Salem,Oregon,United States
23031,638,Brooke Morgan,S,Female,90000.00,Professional,2023-08-16,Sedro Woolley,Washington,United States
23032,334,Jesse Parker,M,Male,130000.00,Management,2023-08-18,Lakewood,California,United States
23033,334,Alex Turner,M,Male,130000.00,Management,2023-08-18,Lakewood,California,United States
23034,338,Melanie Cooper,S,Female,130000.00,Management,2023-08-21,Los Angeles,California,United States
23035,345,Maria Howard,M,Female,130000.00,Management,2023-08-14,Newport Beach,California,United States
23036,358,Caleb Green,S,Male,130000.00,Management,2023-08-16,San Carlos,California,United States
23037,637,Lucas Wood,S,Male,80000.00,Skilled Manual,2024-01-21,Seattle,Washington,United States
23038,634,Sydney Reed,S,Female,60000.00,Professional,2023-05-13,Redmond,Washington,United States
23039,310,Wyatt Scott,M,Male,60000.00,Professional,2023-05-16,Colma,California,United States
23040,352,Seth Morgan,M,Male,60000.00,Professional,2023-05-24,Palo Alto,California,United States
23041,337,Natalie Garcia,S,Female,70000.00,Professional,2023-08-11,Long Beach,California,United States
23042,300,Riley Blue,S,Female,70000.00,Professional,2023-08-12,Beverly Hills,California,United States
23043,642,Katherine Moore,M,Female,70000.00,Professional,2023-12-20,Tacoma,Washington,United States
23044,539,Aidan Patterson,M,Male,70000.00,Skilled Manual,2023-04-09,Corvallis,Oregon,United States
23045,641,Gabriel Patterson,M,Male,70000.00,Skilled Manual,2023-06-15,Spokane,Washington,United States
23046,536,Pamela Malhotra,M,Female,40000.00,Professional,2023-02-16,Beaverton,Oregon,United States
23047,307,Valerie Xu,M,Female,70000.00,Management,2023-08-11,Chula Vista,California,United States
23048,59,Isabella Hughes,M,Female,40000.00,Professional,2023-05-01,Oak Bay,British Columbia,Canada
23049,536,Gina Moreno,S,Female,50000.00,Management,2023-03-02,Beaverton,Oregon,United States
23050,548,Jack Hall,M,Male,50000.00,Management,2023-02-04,Salem,Oregon,United States
23051,552,Jesse Green,M,Male,60000.00,Management,2023-03-18,W. Linn,Oregon,United States
23052,343,Steven Stewart,M,Male,130000.00,Management,2023-08-04,National City,California,United States
23053,623,Anna Bailey,M,Female,90000.00,Professional,2023-10-28,Kirkland,Washington,United States
23054,627,David Moore,M,Male,90000.00,Professional,2023-07-14,Marysville,Washington,United States
23055,547,Seth Diaz,M,Male,100000.00,Professional,2023-08-20,Portland,Oregon,United States
23056,331,Alyssa Perry,M,Female,120000.00,Professional,2023-08-16,La Jolla,California,United States
23057,64,Caitlin Richardson,M,Female,60000.00,Skilled Manual,2021-08-03,Shawnee,British Columbia,Canada
23058,302,Michelle Rivera,S,Female,70000.00,Management,2023-07-31,Burlingame,California,United States
23059,552,Spencer Price,M,Male,70000.00,Management,2023-08-10,W. Linn,Oregon,United States
23060,352,Isabella Long,M,Female,40000.00,Professional,2023-05-31,Palo Alto,California,United States
23061,343,Jeremiah Sanders,M,Male,40000.00,Professional,2023-03-10,National City,California,United States
23062,543,Natalie Reed,M,Female,60000.00,Management,2023-10-13,Lebanon,Oregon,United States
23063,339,Jennifer Thompson,M,Female,60000.00,Management,2023-12-16,Mill Valley,California,United States
23064,609,Alexander Rodriguez,S,Male,60000.00,Management,2023-04-11,Bellingham,Washington,United States
23065,609,Derek Nath,M,Male,60000.00,Management,2023-06-24,Bellingham,Washington,United States
23066,298,Austin Lal,M,Male,60000.00,Management,2023-05-03,Bellflower,California,United States
23067,302,Kelli Pal,M,Female,60000.00,Management,2023-05-31,Burlingame,California,United States
23068,307,Ryan Shan,M,Male,60000.00,Management,2023-11-11,Chula Vista,California,United States
23069,299,Anna Gray,M,Female,70000.00,Management,2023-02-14,Berkeley,California,United States
23070,69,Natalie Hall,M,Female,70000.00,Management,2023-02-03,Victoria,British Columbia,Canada
23071,311,Haley Gonzales,M,Female,70000.00,Management,2023-06-08,Concord,California,United States
23072,609,Toni Srini,M,Female,80000.00,Management,2023-04-21,Bellingham,Washington,United States
23073,633,Christian Griffin,M,Male,80000.00,Management,2023-08-16,Puyallup,Washington,United States
23074,62,Megan Flores,S,Female,50000.00,Management,2021-08-18,Royal Oak,British Columbia,Canada
23075,298,Rebekah Sandberg,M,Female,60000.00,Management,2023-05-05,Bellflower,California,United States
23076,300,Adrian Brooks,M,Male,60000.00,Management,2023-12-25,Beverly Hills,California,United States
23077,14,Marvin Hernandez,M,Male,20000.00,Skilled Manual,2023-03-23,Rhodes,New South Wales,Australia
23078,29,Julio Hernandez,M,Male,10000.00,Clerical,2023-07-07,Findon,South Australia,Australia
23079,40,Justine Ryan,S,Female,30000.00,Clerical,2023-07-07,Warrnambool,Victoria,Australia
23080,335,Jocelyn Barnes,S,Female,60000.00,Skilled Manual,2023-05-16,Lemon Grove,California,United States
23081,355,Brandon Powell,M,Male,70000.00,Skilled Manual,2023-08-03,Redwood City,California,United States
23082,372,Jonathan Williams,M,Male,70000.00,Skilled Manual,2023-08-07,Spring Valley,California,United States
23083,43,Samuel Smith,S,Male,40000.00,Clerical,2023-08-04,Burnaby,British Columbia,Canada
23084,50,Christian Shan,S,Male,40000.00,Clerical,2023-06-19,Haney,British Columbia,Canada
23085,30,Ross Subram,M,Male,20000.00,Skilled Manual,2023-10-17,Perth,South Australia,Australia
23086,38,Tracy Lal,M,Female,20000.00,Clerical,2023-03-24,South Melbourne,Victoria,Australia
23087,27,Clifford Martinez,M,Male,20000.00,Clerical,2023-08-28,Townsville,Queensland,Australia
23088,609,Wesley Hu,S,Male,40000.00,Clerical,2023-02-08,Bellingham,Washington,United States
23089,618,Lucas Walker,M,Male,40000.00,Skilled Manual,2023-03-11,Issaquah,Washington,United States
23090,626,Christopher Lee,S,Male,40000.00,Skilled Manual,2023-08-22,Lynnwood,Washington,United States
23091,331,Richard Peterson,S,Male,60000.00,Skilled Manual,2023-11-24,La Jolla,California,United States
23092,343,Gabrielle Brooks,S,Female,70000.00,Skilled Manual,2023-06-25,National City,California,United States
23093,359,Nathan Parker,M,Male,70000.00,Skilled Manual,2024-01-06,San Diego,California,United States
23094,36,Carolyn Gill,M,Female,20000.00,Clerical,2023-04-27,Melton,Victoria,Australia
23095,30,Gerald Patel,M,Male,20000.00,Clerical,2023-06-18,Perth,South Australia,Australia
23096,11,Ashlee Chande,M,Female,20000.00,Clerical,2023-04-29,North Ryde,New South Wales,Australia
23097,38,Tony Natsuhara,S,Male,30000.00,Clerical,2022-06-16,South Melbourne,Victoria,Australia
23098,2,Pedro Rubio,S,Male,30000.00,Clerical,2022-06-01,Coffs Harbour,New South Wales,Australia
23099,18,Kristi Suarez,S,Female,30000.00,Skilled Manual,2022-06-28,Sydney,New South Wales,Australia
23100,20,Christy Raje,M,Female,30000.00,Skilled Manual,2022-06-26,Brisbane,Queensland,Australia
23101,2,Barbara Lal,M,Female,30000.00,Skilled Manual,2022-06-16,Coffs Harbour,New South Wales,Australia
23102,18,Barbara Zeng,M,Female,30000.00,Skilled Manual,2022-06-01,Sydney,New South Wales,Australia
23103,4,Dwayne Moreno,M,Male,40000.00,Skilled Manual,2023-05-17,Goulburn,New South Wales,Australia
23104,20,Isabelle Long,M,Female,40000.00,Skilled Manual,2022-06-27,Brisbane,Queensland,Australia
23105,26,Karl Andersen,S,Male,40000.00,Clerical,2022-06-05,Rockhampton,Queensland,Australia
23106,19,Kathryn Yuan,M,Female,70000.00,Skilled Manual,2022-06-15,Wollongong,New South Wales,Australia
23107,6,Michele Kumar,M,Female,70000.00,Skilled Manual,2022-06-27,Lavender Bay,New South Wales,Australia
23108,616,Savannah Wright,S,Female,40000.00,Skilled Manual,2023-08-14,Everett,Washington,United States
23109,553,Lauren Hughes,S,Female,40000.00,Skilled Manual,2023-02-17,Woodburn,Oregon,United States
23110,325,Mackenzie Gonzalez,S,Female,60000.00,Skilled Manual,2023-05-26,Glendale,California,United States
23111,336,Sara Wright,S,Female,60000.00,Skilled Manual,2023-05-28,Lincoln Acres,California,United States
23112,314,James Butler,S,Male,50000.00,Skilled Manual,2023-05-09,Daly City,California,United States
23113,64,Elijah Powell,S,Male,60000.00,Skilled Manual,2021-08-19,Shawnee,British Columbia,Canada
23114,50,Caroline Washington,S,Female,60000.00,Skilled Manual,2021-08-10,Haney,British Columbia,Canada
23115,307,Stephanie Nicholls,S,Female,60000.00,Professional,2023-03-02,Chula Vista,California,United States
23116,24,Jerome Vazquez,S,Male,80000.00,Skilled Manual,2022-07-28,Hawthorne,Queensland,Australia
23117,4,Bruce Sanz,M,Male,80000.00,Skilled Manual,2022-07-15,Goulburn,New South Wales,Australia
23118,37,Monique Moreno,M,Female,80000.00,Skilled Manual,2022-07-04,Seaford,Victoria,Australia
23119,6,Gilbert Zhao,S,Male,70000.00,Professional,2022-07-29,Lavender Bay,New South Wales,Australia
23120,29,Javier Browning,S,Male,70000.00,Professional,2022-07-03,Findon,South Australia,Australia
23121,36,Danny Ramos,M,Male,70000.00,Professional,2022-07-03,Melton,Victoria,Australia
23122,39,Colleen Zhou,S,Female,110000.00,Management,2023-07-30,Sunbury,Victoria,Australia
23123,4,Zoe Kelly,S,Female,110000.00,Management,2023-11-03,Goulburn,New South Wales,Australia
23124,536,Cameron Wang,S,Male,80000.00,Management,2024-01-13,Beaverton,Oregon,United States
23125,616,Madeline Scott,S,Female,80000.00,Management,2023-08-01,Everett,Washington,United States
23126,300,Carolyn Van,M,Female,60000.00,Professional,2023-12-10,Beverly Hills,California,United States
23127,302,Haley Hughes,M,Female,60000.00,Professional,2023-05-11,Burlingame,California,United States
23128,19,Dylan Jai,M,Male,110000.00,Management,2023-06-27,Wollongong,New South Wales,Australia
23129,17,Misty Ashe,M,Female,120000.00,Management,2023-05-06,St. Leonards,New South Wales,Australia
23130,314,Lauren Russell,S,Female,120000.00,Management,2023-02-16,Daly City,California,United States
23131,634,Caitlin Peterson,M,Female,70000.00,Skilled Manual,2023-10-01,Redmond,Washington,United States
23132,368,Anthony Lee,M,Male,70000.00,Skilled Manual,2023-03-17,Santa Cruz,California,United States
23133,337,Alexis White,M,Female,60000.00,Professional,2023-08-31,Long Beach,California,United States
23134,71,Alyssa Robinson,M,Female,60000.00,Professional,2023-11-09,Westminster,British Columbia,Canada
23135,299,Dylan Clark,M,Male,70000.00,Professional,2023-08-27,Berkeley,California,United States
23136,311,Stephanie Peterson,S,Female,80000.00,Management,2023-09-06,Concord,California,United States
23137,62,Chloe Sanders,M,Female,80000.00,Management,2021-08-11,Royal Oak,British Columbia,Canada
23138,300,Angela Peterson,S,Female,90000.00,Professional,2023-09-22,Beverly Hills,California,United States
23139,307,Christian Yang,S,Male,60000.00,Professional,2023-06-06,Chula Vista,California,United States
23140,612,Tyler Lee,M,Male,60000.00,Professional,2023-02-16,Burien,Washington,United States
23141,552,Katherine Long,M,Female,70000.00,Professional,2023-09-13,W. Linn,Oregon,United States
23142,536,Cara Wu,S,Female,70000.00,Professional,2023-09-13,Beaverton,Oregon,United States
